"lon","lat","USDA_texture_Krig","USDA_texture_IDW"
73.1875907184537,31.2388153787335,"Lo","Lo"
73.1876901443999,31.2410650570835,"Lo","Lo"
73.1877895814954,31.2433147343605,"Lo","Lo"
73.1878890297413,31.2455644105647,"Lo","Lo"
73.1879238362047,31.1869872026638,"Lo","Lo"
73.1879884891386,31.2478140856958,"Lo","Lo"
73.1880230675818,31.1892368981517,"Lo","Lo"
73.1880879596885,31.2500637597538,"Lo","Lo"
73.1881223100901,31.1914865925679,"Lo","Lo"
73.1881874413921,31.2523134327386,"Lo","Lo"
73.1882215637304,31.1937362859125,"Lo","Lo"
73.1882869342504,31.2545631046503,"Lo","Lo"
73.188320828504,31.1959859781854,"Lo","Lo"
73.1883864382645,31.2568127754886,"Lo","Lo"
73.188420104412,31.1982356693863,"Lo","Lo"
73.1884568345052,31.3176391436265,"Lo","Lo"
73.1884859534357,31.2590624452535,"Lo","Lo"
73.1885193914554,31.2004853595155,"Lo","Lo"
73.1885565893641,31.3198887919182,"Lo","Lo"
73.1885854797648,31.261312113945,"Lo","Lo"
73.1886186896352,31.2027350485726,"Lo","Lo"
73.1886563554038,31.3221384391349,"Lo","Lo"
73.1886850172531,31.263561781563,"Lo","Lo"
73.1887179989527,31.2049847365577,"Lo","Lo"
73.1887561326254,31.3243880852766,"Lo","Lo"
73.1887845659016,31.2658114481074,"Lo","Lo"
73.1888173194089,31.2072344234708,"Lo","Lo"
73.1888841257115,31.2680611135781,"Lo","Lo"
73.1889166510049,31.2094841093116,"Lo","Lo"
73.1889836966837,31.2703107779752,"Lo","Lo"
73.1890159937417,31.2117337940802,"Lo","Lo"
73.1890832788195,31.2725604412984,"Lo","Lo"
73.1891153476205,31.2139834777765,"Lo","Lo"
73.1891828721199,31.2748101035477,"Lo","Lo"
73.1892147126424,31.2162331604004,"Lo","Lo"
73.189282476586,31.2770597647232,"Lo","Lo"
73.1893140888084,31.2184828419519,"Lo","Lo"
73.1894134761197,31.2207325224308,"Lo","Lo"
73.1895128745773,31.2229822018371,"Lo","Lo"
73.1896122841823,31.2252318801708,"Lo","Lo"
73.1897117049359,31.2274815574317,"Lo","Lo"
73.1898111368391,31.2297312336198,"Lo","Lo"
73.189910579893,31.2319809087351,"Lo","Lo"
73.1900100340986,31.2342305827774,"Lo","Lo"
73.1901094994572,31.2364802557466,"Lo","Lo"
73.1902089759698,31.2387299276428,"Lo","Lo"
73.1903084636375,31.2409795984659,"Lo","Lo"
73.1904079624613,31.2432292682157,"Lo","Lo"
73.1904413830948,31.1846521825602,"Lo","Lo"
73.1905074724424,31.2454789368922,"Lo","Lo"
73.1905406648972,31.1869018715963,"Lo","Lo"
73.1905783512238,31.3063052622434,"Lo","Lo"
73.1906069935818,31.2477286044953,"Lo","Lo"
73.1906399578365,31.1891515595606,"Lo","Lo"
73.1906781121251,31.3085549083763,"Lo","Lo"
73.1907065258808,31.249978271025,"Lo","Lo"
73.1907392619137,31.191401246453,"Lo","Lo"
73.1907778842084,31.3108045534343,"Lo","Lo"
73.1908060693403,31.2522279364812,"Lo","Lo"
73.1908385771299,31.1936509322732,"Lo","Lo"
73.1908776674751,31.3130541974171,"Lo","Lo"
73.1909056239614,31.2544776008638,"Lo","Lo"
73.1909379034862,31.1959006170214,"Lo","Lo"
73.1909774619261,31.3153038403249,"Lo","Lo"
73.1910051897452,31.2567272641727,"Lo","Lo"
73.1910372409838,31.1981503006975,"Lo","Lo"
73.1910772675626,31.3175534821574,"Lo","Lo"
73.1911047666929,31.2589769264079,"Lo","Lo"
73.1911365896236,31.2003999833012,"Lo","Lo"
73.1911770843856,31.3198031229147,"Lo","Lo"
73.1912043548056,31.2612265875694,"Lo","Lo"
73.1912359494068,31.2026496648327,"Lo","Lo"
73.1912769123964,31.3220527625966,"Lo","Lo"
73.1913039540843,31.2634762476569,"Lo","Lo"
73.1913353203345,31.2048993452918,"Lo","Lo"
73.1913767515959,31.3243024012031,"Lo","Lo"
73.1914035645301,31.2657259066706,"Lo","Lo"
73.1914347024078,31.2071490246785,"Lo","Lo"
73.1914766019852,31.3265520387341,"Lo","Lo"
73.1915031861441,31.2679755646102,"Lo","Lo"
73.1915340956278,31.2093987029926,"Lo","Lo"
73.1915764635655,31.3288016751896,"Lo","Lo"
73.1916028189274,31.2702252214758,"Lo","Lo"
73.1916334999955,31.2116483802341,"Lo","Lo"
73.1917024628812,31.2724748772672,"Lo","Lo"
73.191732915512,31.213898056403,"Lo","Lo"
73.1918021180065,31.2747245319844,"Lo","Lo"
73.1918323421785,31.2161477314991,"Lo","Lo"
73.1919017843043,31.2769741856273,"Lo","Lo"
73.1919317799961,31.2183974055225,"Lo","Lo"
73.1920014617759,31.2792238381959,"Lo","Lo"
73.1920312289657,31.2206470784729,"Lo","Lo"
73.1921306890886,31.2228967503505,"Lo","Lo"
73.1922301603658,31.2251464211549,"Lo","Lo"
73.1923296427984,31.2273960908864,"Lo","Lo"
73.1924291363875,31.2296457595447,"Lo","Lo"
73.1925286411342,31.2318954271297,"Lo","Lo"
73.1926281570396,31.2341450936414,"Lo","Lo"
73.1927276841048,31.2363947590798,"Lo","Lo"
73.1928272223308,31.2386444234448,"Lo","Lo"
73.1929267717188,31.2408940867362,"Lo","Lo"
73.1930263322699,31.2431437489541,"Lo","Lo"
73.1930581390964,31.1845668060213,"Lo","Lo"
73.1930986517418,31.3039699455224,"Lo","Lo"
73.1931259039851,31.2453934100983,"Lo","Lo"
73.1931574824529,31.1868164875295,"Lo","Lo"
73.1931984633834,31.3062195851932,"Lo","Lo"
73.1932254868656,31.2476430701688,"Lo","Lo"
73.1932568369532,31.1890661679655,"Lo","Lo"
73.1932982862131,31.3084692237888,"Lo","Lo"
